Título;Link fixo;Data de publicação;Instituições;Fonte;Data de acesso à fonte;Suporte;Duração/Tamanho;Local de Publicação;Idiomas;Resumo;Itens relacionados;Temas;Dimensões;Palavras-chave - Termos do vocabulário controlado;Direitos autorais - Tipo;Temas e termos do vocabulário controlado;Localizações;Datas;Seção do Observatório;Detalhes da Catalogação;id
Sistema educacional e a formação de trabalhadores: a desqualificação do Ensino Médio flexível;sistema-educacional-e-a-formacao-de-trabalhadores-a-desqualificacao-do-ensino-medio-flexivel;01/01/2020 00:00;Relação:Editora,Instituição:#ab920af3-b18e-4a9b-9868-2a32ff85087d;https://www.scielo.br/pdf/csc/v25n1/1413-8123-csc-25-01-0057.pdf;20/04/2020 16:00;9293d806-8419-4127-b442-6437549105e5;10 páginas;48dad8fc-8d46-45a8-8c8c-5dc20fd75d4a;d86ea641-fa95-4d83-be26-ce1b70bcf476;O artigo apresenta uma análise sobre a reforma do Ensino Médio e seus impactos no projeto de educação, por meio da lei nº 13.415/2017, suas estatísticas e a nova proposta de organização curricular, marcada por sua flexibilização, que estaria fundamentada na distribuição desigual do conhecimento, porém com uma forma diferenciada. ;Tipo de relacionamento:Derivaçao,Item do acervo:#e5a440ff-2684-4181-b06d-a762d4c4f2ee|Tipo de relacionamento:Composiçao(in),Item do acervo:#b79edc69-6efb-4161-91b7-a971f4ab1a91;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|8e894741-5b5f-4422-ba5c-05998d4f0ade;faf99f35-3654-4278-8f62-773faea7f61a;4bf88502-b339-4eb1-94ad-dfcfb856f1a0|7d5cecc1-ca9f-4e6c-9675-8142ba6e00a5|aeca7c6d-268c-4bdb-8cb6-a92e5628dabb|227c7d5a-e548-40e8-aba6-912b5818dc60|59745980-bf5d-4af1-bc49-92cbdcf4f268|1915d6fd-71d8-4380-aaa2-5c2d9d65b1cb|2093eae8-4fae-4b12-91f4-275477c51aaf;1bd11ff0-e423-411b-89c6-6fc188e8139b;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|8e894741-5b5f-4422-ba5c-05998d4f0ade|4bf88502-b339-4eb1-94ad-dfcfb856f1a0|7d5cecc1-ca9f-4e6c-9675-8142ba6e00a5|aeca7c6d-268c-4bdb-8cb6-a92e5628dabb|227c7d5a-e548-40e8-aba6-912b5818dc60|59745980-bf5d-4af1-bc49-92cbdcf4f268|1915d6fd-71d8-4380-aaa2-5c2d9d65b1cb|2093eae8-4fae-4b12-91f4-275477c51aaf;97f35add-f213-497c-8419-077d1f5e06cd;;cedoc; ;7d4eea3b-9f83-4a43-9b0f-82e587edb93a
O processo de militarização de uma escola estadual pública em Goiás;ta-o-processo-de-militarizacao-de-uma-escola-estadual-publica-em-goias;01/01/2020 00:00;Relação:Editora,Instituição:#b7c18021-c0e7-45f6-b53e-639da5139c9c;https://www.scielo.br/pdf/es/v41/1678-4626-es-41-e0224778.pdf;21/04/2020 21:00;9293d806-8419-4127-b442-6437549105e5;14 páginas;cdaf8573-e558-449f-8bff-716b43fac1b6;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>O artigo aborda o processo de militariza&ccedil.&atilde.o de uma escola estadual p&uacute.blica, ocorrido no ano de 2015, para compreender as implica&ccedil.&otilde.es da expans&atilde.o do modelo militar no sistema p&uacute.blico de ensino goiano. Concluiu-se que o processo de militariza&ccedil.&atilde.o tem possibilitado um modelo de escolariza&ccedil.&atilde.o excludente que conta com pagamento de contribui&ccedil.&atilde.o financeira mensal pelos pais, al&eacute.m de desobrigar o estado de oferecer a educa&ccedil.&atilde.o como um direito de todos.</p><p>&nbsp.</p><p>&nbsp.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#8edd64b0-2763-4bb5-b94a-b5c42d9ae709;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|8847107e-6a27-4eba-9f62-11b936f53fc2;325127b6-0cb8-42f4-830a-3f233aa5c897;c599aaf1-06a6-4355-9108-2deb893ad241|835ac547-4baa-42b2-9309-a6c76c1b5acc|8f439b0e-e4b4-4845-99c5-faa7d6cc21e6|37c16e66-d60d-41f2-9b9d-9b466f1c1c12|b0055b8b-d4d2-4fa2-87cc-ffc8cc9dad10|b890404e-0b8a-43f0-97cd-aad5c621ab98;9e8024ed-dc95-4924-9076-e7f75588b12e;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|8847107e-6a27-4eba-9f62-11b936f53fc2|c599aaf1-06a6-4355-9108-2deb893ad241|835ac547-4baa-42b2-9309-a6c76c1b5acc|8f439b0e-e4b4-4845-99c5-faa7d6cc21e6|37c16e66-d60d-41f2-9b9d-9b466f1c1c12|b0055b8b-d4d2-4fa2-87cc-ffc8cc9dad10|b890404e-0b8a-43f0-97cd-aad5c621ab98;356aaa86-3340-4881-b283-bf002cf15e1e;;cedoc; ;5f554993-77df-4dd0-a0da-85ea789d1826
Diretrizes para reabertura das escolas (Unesco e Unicef) - Framework for reopening schools ;framework-for-reopening-schools;01/01/2020 00:00;Relação:Autora,Instituição:#9b1a023f-7704-435b-914e-34397d7b5717|Relação:Realizadora,Instituição:#1b95af60-f025-4db1-92ba-d66dd2f41252|62040c9a-2b2f-46c0-8c6b-b4c910e3fa00|e04557fb-7f72-43a2-81fe-e78d98bb7e85;https://www.unicef.org/media/68886/file/PORTUGUESE-Framework-for-reopening-schools-2020.pdf;30/04/2020 12:28;9293d806-8419-4127-b442-6437549105e5;5 páginas;a5c1cdd9-7561-4328-8afc-a4d018575f5d;61fd99f8-e59a-4178-b7a5-de4c2ad74595;O fechamento global de escolas em resposta à pandemia do COVID-19 apresenta um risco sem precedentes para a educação, proteção e bem-estar das crianças. O Secretário-Geral das Nações Unidas, António Guterres, pediu recentemente aos governos e doadores que priorizem a educação para todas as crianças, incluindo as mais marginalizadas, e a Coalizão Global de Educação foi criada para apoiar os governos no fortalecimento do ensino à distância e na facilitação da reabertura de escolas.;;068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd|b4da8735-6fca-462d-a47e-af9efb3967ef|17a7a4b9-a285-4199-b013-5518fbdd6d3a|0c1151a3-124a-44fa-9c01-07081fc259db;faf99f35-3654-4278-8f62-773faea7f61a|2d33481d-710a-449e-8a73-aa0e2b9efbac|325127b6-0cb8-42f4-830a-3f233aa5c897;7f73b330-81f3-4d2a-90e5-4ace2e079512|24332d5e-c12a-47be-81a8-3c84a51d3c27|2093eae8-4fae-4b12-91f4-275477c51aaf|02a7196a-a171-4829-9f2f-59bbefe01e26;bc01074c-73a8-4ce6-a828-625412387aac;068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd|b4da8735-6fca-462d-a47e-af9efb3967ef|17a7a4b9-a285-4199-b013-5518fbdd6d3a|0c1151a3-124a-44fa-9c01-07081fc259db|7f73b330-81f3-4d2a-90e5-4ace2e079512|24332d5e-c12a-47be-81a8-3c84a51d3c27|2093eae8-4fae-4b12-91f4-275477c51aaf|02a7196a-a171-4829-9f2f-59bbefe01e26;;;cedoc; ;7de676b1-e518-469c-9b1e-9a54e896a7c5
Política de correção de fluxo escolar em Pernambuco: uma análise do Programa Travessia;ta-politica-de-correcao-de-fluxo-escolar-em-pernambuco-uma-analise-do-programa-travessia;01/01/2020 00:00;Relação:Editora,Instituição:#b1c0506c-9659-4d7f-bdad-9b2de811ce9c;https://www.scielo.br/pdf/pp/v31/1980-6248-pp-31-e20170026.pdf;03/05/2020 21:00;9293d806-8419-4127-b442-6437549105e5;25 páginas;cdaf8573-e558-449f-8bff-716b43fac1b6;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>O artigo aborda a percep&ccedil.&atilde.o de alunos egressos do Programa Travessia acerca de repercuss&otilde.es qualitativas da pol&iacute.tica p&uacute.blica no processo de enfrentamento da distor&ccedil.&atilde.o idade/s&eacute.rie escolar, na rede de ensino de Pernambuco. Evidencia-se a efetividade do programa quanto ao processo de regulariza&ccedil.&atilde.o do fluxo escolar e redu&ccedil.&atilde.o do &iacute.ndice de distor&ccedil.&atilde.o idade/s&eacute.rie. Contudo reconhece baixo impacto referente &agrave. sequ&ecirc.ncia dos estudos, &agrave. inser&ccedil.&atilde.o no mundo do trabalho formal e ao exerc&iacute.cio de pr&aacute.ticas cidad&atilde.s.</p><p>&nbsp.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#8be647b1-2f4b-41cd-880a-0da0788cc8c8;068f159c-3265-4192-b288-bcdbfcdce78d|8847107e-6a27-4eba-9f62-11b936f53fc2;2d33481d-710a-449e-8a73-aa0e2b9efbac;4f718cb3-0b4e-4273-9609-9a650fac6ca9|1cc4a92b-1c93-45c3-beaa-fcfb41ab416b|2093eae8-4fae-4b12-91f4-275477c51aaf|9240d36a-5cd2-420d-bfca-485cf3164615|92afd3f9-1032-4788-a31c-10ccc99e7b8a|fef4ee9c-930a-41cc-83ee-29fbd4fd5d68;1bd11ff0-e423-411b-89c6-6fc188e8139b;068f159c-3265-4192-b288-bcdbfcdce78d|8847107e-6a27-4eba-9f62-11b936f53fc2|4f718cb3-0b4e-4273-9609-9a650fac6ca9|1cc4a92b-1c93-45c3-beaa-fcfb41ab416b|2093eae8-4fae-4b12-91f4-275477c51aaf|9240d36a-5cd2-420d-bfca-485cf3164615|92afd3f9-1032-4788-a31c-10ccc99e7b8a|fef4ee9c-930a-41cc-83ee-29fbd4fd5d68;de5838f7-f7af-4dac-9c5c-2a8c3ed74c3a;;cedoc; ;a3e2b0e4-2a96-4cf4-a4a6-0142ba8e49f1
Uso de álcool, tabaco e maconha: repercussões na qualidade de vida de estudantes;ta-uso-de-alcool-tabaco-e-maconha-repercussoes-na-qualidade-de-vida-de-estudantes;01/01/2020 00:00;Relação:Editora,Instituição:#bc660ffc-afcf-4896-b46e-e178388ae1d2;https://www.scielo.br/pdf/ean/v24n2/1414-8145-ean-24-2-e20190284.pdf;04/05/2020 21:00;9293d806-8419-4127-b442-6437549105e5;7 páginas;48dad8fc-8d46-45a8-8c8c-5dc20fd75d4a;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>O artigo aborda o uso de &aacute.lcool, tabaco e maconha e suas repercuss&otilde.es na qualidade de vida de adolescentes que cursam o Ensino M&eacute.dio. Os principais resultados mostram que nos &uacute.ltimos tr&ecirc.s meses o uso de tabaco foi associado a uma qualidade de vida considerada ruim/muito ruim. o n&atilde.o uso com qualidade de vida muito boa/boa e satisfa&ccedil.&atilde.o com a sa&uacute.de. Portanto, confirma-se a hip&oacute.tese da rela&ccedil.&atilde.o entre uso de subst&acirc.ncias psicoativas e aspectos da qualidade de vida.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#1642f34a-1382-47b0-95ca-68157379a24b;c6424ec9-408e-46fa-8c6e-2b215bcd0d42|b4da8735-6fca-462d-a47e-af9efb3967ef;325127b6-0cb8-42f4-830a-3f233aa5c897;aaea10dd-1e5b-47b5-a00d-8ab3fabdb135|475d0d6a-29cb-4476-997a-b8778ea958e8|a0ceaa21-7f4a-4923-aef6-7aad77be938b|68c765a0-10df-441e-8dc1-e066449235a6|4bf88502-b339-4eb1-94ad-dfcfb856f1a0|704c1e2b-1356-4cca-afe2-173b23334c52|1cc49f2b-5122-407b-a4b2-8773655f871d;1bd11ff0-e423-411b-89c6-6fc188e8139b;c6424ec9-408e-46fa-8c6e-2b215bcd0d42|b4da8735-6fca-462d-a47e-af9efb3967ef|aaea10dd-1e5b-47b5-a00d-8ab3fabdb135|475d0d6a-29cb-4476-997a-b8778ea958e8|a0ceaa21-7f4a-4923-aef6-7aad77be938b|68c765a0-10df-441e-8dc1-e066449235a6|4bf88502-b339-4eb1-94ad-dfcfb856f1a0|704c1e2b-1356-4cca-afe2-173b23334c52|1cc49f2b-5122-407b-a4b2-8773655f871d;2fc954b6-92f8-47a9-87bb-b0cf69d97e0d;;cedoc; ;381f72c9-81d5-4776-bb01-3e9e263c0e15
UNESCO Covid-19 Education Response - Education Sector issue notes ;unesco-covid-19-educacao-response-educacao-sector-i-ssue-notes;01/01/2020 00:00;Relação:Autora,Instituição:#1b95af60-f025-4db1-92ba-d66dd2f41252;https://unesdoc.unesco.org/ark:/48223/pf0000373275;07/05/2020 16:15;9293d806-8419-4127-b442-6437549105e5;8  páginas;5abc9332-7fb8-4a34-8537-3e633bf2d78a;;Como medida preventiva para coibir a disseminação da pandemia de COVID-19, escolas, universidades e outras instituições educacionais fecharam na maioria dos países, afetando quase 90% da população mundial população estudantil. Enquanto os Estados Membros trabalham para garantir a continuidade da aprendizagem através de alternativas modalidades de entrega, em paralelo, eles precisam começar a antecipar e se preparar para a reabertura da escola.;;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd;325127b6-0cb8-42f4-830a-3f233aa5c897|2d33481d-710a-449e-8a73-aa0e2b9efbac|faf99f35-3654-4278-8f62-773faea7f61a;4a108e05-b191-401e-8664-edcf23af27fb|02a7196a-a171-4829-9f2f-59bbefe01e26|2093eae8-4fae-4b12-91f4-275477c51aaf|4a7e9cac-a0bf-4966-b12f-74947e48c104;bc01074c-73a8-4ce6-a828-625412387aac;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd|4a108e05-b191-401e-8664-edcf23af27fb|02a7196a-a171-4829-9f2f-59bbefe01e26|2093eae8-4fae-4b12-91f4-275477c51aaf|4a7e9cac-a0bf-4966-b12f-74947e48c104;;;cedoc; ;df6236d6-5708-4630-b186-b9a931b3421b
ILO Sectoral Brief - COVID-19 and the education sector;covid-19-and-the-education-sector;01/01/2020 00:00;Relação:Autora,Instituição:#e0ea7e1d-bbc4-4dc5-98ed-8cf5320fdc8e;https://www.ilo.org/wcmsp5/groups/public/---ed_dialogue/---sector/documents/briefingnote/wcms_742025.pdf;07/05/2020 17:27;9293d806-8419-4127-b442-6437549105e5;6 páginas;537eac8a-e43c-474b-b730-cd587ce35efe;61fd99f8-e59a-4178-b7a5-de4c2ad74595;Garantir que a aprendizagem de qualidade continue em seu novo as formas adotadas durante a crise exige que os professores tenham acesso a recursos adequados e seguros ambientes, além de condições de trabalho decentes. Experiências com os professores focaram-se em apoio e treinamento, segurança e saúde no trabalho, emprego e condições de trabalho e envolvimento nas respostas da educação.;;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd;325127b6-0cb8-42f4-830a-3f233aa5c897|2d33481d-710a-449e-8a73-aa0e2b9efbac|faf99f35-3654-4278-8f62-773faea7f61a;4a108e05-b191-401e-8664-edcf23af27fb|02a7196a-a171-4829-9f2f-59bbefe01e26|2093eae8-4fae-4b12-91f4-275477c51aaf|4a7e9cac-a0bf-4966-b12f-74947e48c104;bc01074c-73a8-4ce6-a828-625412387aac;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd|4a108e05-b191-401e-8664-edcf23af27fb|02a7196a-a171-4829-9f2f-59bbefe01e26|2093eae8-4fae-4b12-91f4-275477c51aaf|4a7e9cac-a0bf-4966-b12f-74947e48c104;;;cedoc; ;2d55e32b-a6af-4c28-b370-8dd88440e331
Interim Guidance for Administrators of US K-12 Schools and Child Care Programs to Plan, Prepare, and Respond to Coronavirus Disease 2019 (COVID-19);interim-guidance-for-administrators-of-us-k-12-schools-and-child-care-programs-to-plan-prepare-and-respond-to-coronavirus-disease-2019-covid-19;01/01/2020 00:00;;https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/guidance-for-schools.html;07/05/2020 19:54;9293d806-8419-4127-b442-6437549105e5;10 páginas;aa4984b4-cfc1-4cfe-97e1-26d9d5b4245c;61fd99f8-e59a-4178-b7a5-de4c2ad74595;As autoridades de saúde estão atualmente tomando medidas para impedir a disseminação do COVID-19 nos EUA. comunidades. As escolas desempenham um papel importante nesse esforço. Através da colaboração e coordenação com os departamentos de saúde, as escolas devem tomar medidas para disseminar informações sobre a doença e seu potencial transmissão dentro da comunidade escolar.;;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd;325127b6-0cb8-42f4-830a-3f233aa5c897|2d33481d-710a-449e-8a73-aa0e2b9efbac|faf99f35-3654-4278-8f62-773faea7f61a;4a108e05-b191-401e-8664-edcf23af27fb|02a7196a-a171-4829-9f2f-59bbefe01e26|2093eae8-4fae-4b12-91f4-275477c51aaf|4a7e9cac-a0bf-4966-b12f-74947e48c104;bc01074c-73a8-4ce6-a828-625412387aac;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd|4a108e05-b191-401e-8664-edcf23af27fb|02a7196a-a171-4829-9f2f-59bbefe01e26|2093eae8-4fae-4b12-91f4-275477c51aaf|4a7e9cac-a0bf-4966-b12f-74947e48c104;;;cedoc; ;351d4165-6601-4296-a0bb-167663ee0cbb
Guidance Related to Childcare During COVID-19;guidance-related-to-childcare-during-covid-19;01/01/2020 00:00;Relação:Autora,Instituição:#42039890-ba7b-454c-a650-09cddc05bc28;https://services.aap.org/en/pages/2019-novel-coronavirus-covid-19-infections/guidance-related-to-childcare-during-covid-19/;08/05/2020 10:19;9293d806-8419-4127-b442-6437549105e5;29 páginas;aa4984b4-cfc1-4cfe-97e1-26d9d5b4245c;61fd99f8-e59a-4178-b7a5-de4c2ad74595;<p><span data-contrast=auto>A </span><span data-contrast=auto>orienta&ccedil.&atilde.o da American Academy of Pediatrics</span><span data-contrast=auto> &eacute. baseada no que &eacute. conhecido atualmente sobre a transmiss&atilde.o e a gravidade do&nbsp.</span><span data-contrast=auto>COVID-19</span><span data-contrast=auto>.&nbsp.</span><span data-contrast=auto>O objetivo das estrat&eacute.gias fornecidas neste guia &eacute. reduzir o risco de exposi&ccedil.&atilde.o e dissemina&ccedil.&atilde.o de infec&ccedil.&atilde.o para funcion&aacute.rios, crian&ccedil.as </span><span data-contrast=auto>e </span><span data-contrast=auto>fam&iacute.lias&nbsp.</span><span data-contrast=auto>envolvidas em </span><span data-contrast=auto>programas de cuidados e educa&ccedil.&atilde.o na primeira inf&acirc.ncia. Aborda, tamb&eacute.m, </span><span data-contrast=auto>a preven&ccedil.&atilde.o prim&aacute.ria, como imuniza&ccedil.&otilde.es, </span><span data-contrast=auto>cuidados infantis </span><span data-contrast=auto>e</span><span data-contrast=auto> considera&ccedil.&otilde.es especiais para crian&ccedil.as com necessidades especiais de sa&uacute.de.</span></p>;;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|b4da8735-6fca-462d-a47e-af9efb3967ef|8847107e-6a27-4eba-9f62-11b936f53fc2;325127b6-0cb8-42f4-830a-3f233aa5c897|faf99f35-3654-4278-8f62-773faea7f61a;4a108e05-b191-401e-8664-edcf23af27fb|2093eae8-4fae-4b12-91f4-275477c51aaf|3b4ca857-b1af-466e-8d0e-4af9d776fd39|b4ed8855-448f-4e44-ad4e-20a367756401|dd92356e-7c8e-4f8a-82d6-90a1bce00520|b890404e-0b8a-43f0-97cd-aad5c621ab98;cf03948d-64c7-4545-927e-5b903a148f71;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|b4da8735-6fca-462d-a47e-af9efb3967ef|8847107e-6a27-4eba-9f62-11b936f53fc2|4a108e05-b191-401e-8664-edcf23af27fb|2093eae8-4fae-4b12-91f4-275477c51aaf|3b4ca857-b1af-466e-8d0e-4af9d776fd39|b4ed8855-448f-4e44-ad4e-20a367756401|dd92356e-7c8e-4f8a-82d6-90a1bce00520|b890404e-0b8a-43f0-97cd-aad5c621ab98;;;cedoc; ;1440727c-905d-488a-bf44-29a14840e49c
Parecer CNE 5/2020 ;parecer-cne-cp-no-5-2020;01/01/2020 00:00;Relação:Autora,Instituição:#dead9de3-4a73-431c-8ae1-75285b612618;https://abmes.org.br/arquivos/legislacoes/Parecer-cne-cp-005-2020-04-28.pdf;08/05/2020 10:33;9293d806-8419-4127-b442-6437549105e5;24 páginas;76bf5f54-a49d-4948-927a-3e0fc7824d1e;d86ea641-fa95-4d83-be26-ce1b70bcf476;Dispõe sobre a reorganização do Calendário Escolar e da possibilidade de cômputo de atividades não presenciais para fins de cumprimento da carga horária mínima anual, em razão da Pandemia da COVID-19.;;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd;325127b6-0cb8-42f4-830a-3f233aa5c897|2d33481d-710a-449e-8a73-aa0e2b9efbac|faf99f35-3654-4278-8f62-773faea7f61a;331a9ac9-d662-4224-a079-46f6e543a87f|4a108e05-b191-401e-8664-edcf23af27fb|02a7196a-a171-4829-9f2f-59bbefe01e26|2093eae8-4fae-4b12-91f4-275477c51aaf|4a7e9cac-a0bf-4966-b12f-74947e48c104;;0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|e8f735f5-1574-4ee8-aec1-56b59ff035cd|331a9ac9-d662-4224-a079-46f6e543a87f|4a108e05-b191-401e-8664-edcf23af27fb|02a7196a-a171-4829-9f2f-59bbefe01e26|2093eae8-4fae-4b12-91f4-275477c51aaf|4a7e9cac-a0bf-4966-b12f-74947e48c104;;;cedoc; ;53f508cf-3878-40c0-b276-6c4913d833bf
Pandemic fear and covid-19: mental health burden and strategies;ta-pandemic-fear-and-covid-19-mental-health-burden-and-strategies;01/01/2020 00:00;Relação:Editora,Instituição:#83423921-135e-46aa-a3b8-6ec97b44f0ea;http://www.bjp.org.br/details/943/en-US/-pandemic-fear--and-covid-19--mental-health-burden-and-strategies;09/05/2020 21:00;9293d806-8419-4127-b442-6437549105e5;5 páginas;84bad139-d7a7-40ba-9cc8-561764d7f12e;61fd99f8-e59a-4178-b7a5-de4c2ad74595;O artigo aborda a relação entre medo, pandemia e coronavírus. O cenário geral levanta uma série de perguntas, como a existência de uma pandemia de medo e estresse concomitante à pandemia de covid-19, e como podemos avaliar esse fenômeno. ;Tipo de relacionamento:Composiçao(in),Item do acervo:#f86c270b-886f-43bc-a43a-469eedb3f9e5;b4da8735-6fca-462d-a47e-af9efb3967ef;faf99f35-3654-4278-8f62-773faea7f61a;bae0f741-ff17-4aa0-bb5e-29e5f008277b|3b4ca857-b1af-466e-8d0e-4af9d776fd39|22af60c5-0db0-4551-a179-4b681e43ab16|1cc49f2b-5122-407b-a4b2-8773655f871d;9e8024ed-dc95-4924-9076-e7f75588b12e;b4da8735-6fca-462d-a47e-af9efb3967ef|bae0f741-ff17-4aa0-bb5e-29e5f008277b|3b4ca857-b1af-466e-8d0e-4af9d776fd39|22af60c5-0db0-4551-a179-4b681e43ab16|1cc49f2b-5122-407b-a4b2-8773655f871d;;;cedoc; ;35bef84b-0f90-4789-9386-d3880dab4a8f
The covid-19 pandemic: safety concerns within an extended school community;ta-creating-communities-of-courage-school-climate-in-the-time-of-covid-19;01/01/2020 00:00;Relação:Editora,Instituição:#1be2a3c0-a060-4b00-9f2f-b977fbe9d154;https://files.constantcontact.com/30cf3fcb001/8de46ade-260e-4b42-acab-1adf275b3f6f.pdf;10/05/2020 21:00;9293d806-8419-4127-b442-6437549105e5;7 páginas;a5c1cdd9-7561-4328-8afc-a4d018575f5d;61fd99f8-e59a-4178-b7a5-de4c2ad74595;O artigo destaca as preocupações crescentes sobre questões de segurança escolar e oferece algumas práticas recomendadas, bem como recursos para apoiar a segurança das comunidades escolares de educadores, estudantes e famílias frente à pandemia de covid-19.;;8847107e-6a27-4eba-9f62-11b936f53fc2|b4da8735-6fca-462d-a47e-af9efb3967ef;325127b6-0cb8-42f4-830a-3f233aa5c897|2d33481d-710a-449e-8a73-aa0e2b9efbac;b2f622c1-22f5-401f-aa74-49e7024934ad|7efc1af7-3dd5-443b-b056-195579e58a49|2df88279-d807-4fdc-a703-f14efb34c5af|903ba9ec-f8dd-4052-abac-135d6d2e6296|b0055b8b-d4d2-4fa2-87cc-ffc8cc9dad10|1cc49f2b-5122-407b-a4b2-8773655f871d|44ec1263-7956-472e-a246-bd7f4b2ceb59|3b4ca857-b1af-466e-8d0e-4af9d776fd39|22af60c5-0db0-4551-a179-4b681e43ab16;cf03948d-64c7-4545-927e-5b903a148f71;8847107e-6a27-4eba-9f62-11b936f53fc2|b4da8735-6fca-462d-a47e-af9efb3967ef|b2f622c1-22f5-401f-aa74-49e7024934ad|7efc1af7-3dd5-443b-b056-195579e58a49|2df88279-d807-4fdc-a703-f14efb34c5af|903ba9ec-f8dd-4052-abac-135d6d2e6296|b0055b8b-d4d2-4fa2-87cc-ffc8cc9dad10|1cc49f2b-5122-407b-a4b2-8773655f871d|44ec1263-7956-472e-a246-bd7f4b2ceb59|3b4ca857-b1af-466e-8d0e-4af9d776fd39|22af60c5-0db0-4551-a179-4b681e43ab16;;;cedoc; ;9e0d9b5b-1bd3-49f1-a553-1963d5356b36
Isolamento social e o aumento da violência doméstica: o que isso nos revela?;ta-isolamento-social-e-o-aumento-da-violencia-domestica-o-que-isso-nos-revela;01/01/2020 00:00;Relação:Editora,Instituição:#ab920af3-b18e-4a9b-9868-2a32ff85087d;https://www.scielo.br/pdf/rbepid/v23/1980-5497-rbepid-23-e200033.pdf;10/05/2020 21:00;9293d806-8419-4127-b442-6437549105e5;5 páginas;48dad8fc-8d46-45a8-8c8c-5dc20fd75d4a;d86ea641-fa95-4d83-be26-ce1b70bcf476;O artigo aborda o aumento violência doméstica e a violência familiar contra a mulher decorrente do isolamento social por causa da coexistência forçada, do estresse econômico e de temores sobre o coronavírus. Foram analisados dados publicados pela imprensa de diversos países, bem como relatórios de organizações internacionais e organizações direcionadas ao enfrentamento da violência doméstica.;Tipo de relacionamento:Composiçao(in),Item do acervo:#cc9f6651-ecd1-4cc3-a329-926d564898c2;b4da8735-6fca-462d-a47e-af9efb3967ef|17a7a4b9-a285-4199-b013-5518fbdd6d3a;faf99f35-3654-4278-8f62-773faea7f61a;3b4ca857-b1af-466e-8d0e-4af9d776fd39|22af60c5-0db0-4551-a179-4b681e43ab16|ef353b1e-f0cb-455e-a979-daf8f91b0733|5ab2cf5e-b67b-4aa4-895d-b6a6b6f11ccc|7f73b330-81f3-4d2a-90e5-4ace2e079512|6c93daa5-233f-429c-a019-ec48dbfe20ce;1bd11ff0-e423-411b-89c6-6fc188e8139b;b4da8735-6fca-462d-a47e-af9efb3967ef|17a7a4b9-a285-4199-b013-5518fbdd6d3a|3b4ca857-b1af-466e-8d0e-4af9d776fd39|22af60c5-0db0-4551-a179-4b681e43ab16|ef353b1e-f0cb-455e-a979-daf8f91b0733|5ab2cf5e-b67b-4aa4-895d-b6a6b6f11ccc|7f73b330-81f3-4d2a-90e5-4ace2e079512|6c93daa5-233f-429c-a019-ec48dbfe20ce;;;cedoc; ;1b11a99d-aa92-43d0-aa0c-33fd9a30d63a
